GlobalId,UUID,layer_index,layer_name,area_m2,volume_m3,co2_total
2O2Fr$t4X7Zf8NOew3FKRi,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,2.4,0.038,2.807
2O2Fr$t4X7Zf8NOew3FKRH,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,1.21,0.019,1.415
2O2Fr$t4X7Zf8NOew3FKRH,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,1.21,0.019,1.415
2O2Fr$t4X7Zf8NOew3FKIu,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,4.064,0.065,4.753
2O2Fr$t4X7Zf8NOew3FKIu,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.181,0.003,0.211
2O2Fr$t4X7Zf8NOew3FKGS,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,10.024,0.16,11.724
2O2Fr$t4X7Zf8NOew3FKGS,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.563,0.009,0.659
2O2Fr$t4X7Zf8NOew3FLMr,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.298,0.005,0.348
2O2Fr$t4X7Zf8NOew3FLMr,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.611,0.01,0.715
2O2Fr$t4X7Zf8NOew3FLKI,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.201,0.003,0.235
2O2Fr$t4X7Zf8NOew3FLKI,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.201,0.003,0.235
2O2Fr$t4X7Zf8NOew3FLEJ,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.412,0.007,0.482
2O2Fr$t4X7Zf8NOew3FLEJ,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,4.699,0.075,5.496
2O2Fr$t4X7Zf8NOew3FLCm,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,4.705,0.075,5.502
2O2Fr$t4X7Zf8NOew3FLCm,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,4.705,0.075,5.502
2O2Fr$t4X7Zf8NOew3FNqI,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,7.355,0.677,8.602
2O2Fr$t4X7Zf8NOew3FNhv,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,7.191,0.662,8.411
2O2Fr$t4X7Zf8NOew3FLQD,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,8.359,0.769,9.776
2O2Fr$t4X7Zf8NOew3FLOH,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,25.519,2.348,29.847
2O2Fr$t4X7Zf8NOew3FKST,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,7.002,0.112,8.189
2O2Fr$t4X7Zf8NOew3FKST,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.501,0.008,0.586
2O2Fr$t4X7Zf8NOew3FNau,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,7.246,0.116,8.475
2O2Fr$t4X7Zf8NOew3FNau,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.362,0.006,0.423
2O2Fr$t4X7Zf8NOew3FLTF,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.493,0.008,0.577
2O2Fr$t4X7Zf8NOew3FLTF,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.493,0.008,0.577
2O2Fr$t4X7Zf8NOew3FL8v,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.493,0.008,0.577
2O2Fr$t4X7Zf8NOew3FL8v,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,5.755,0.092,6.731
2O2Fr$t4X7Zf8NOew3FLJd,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.244,0.004,0.285
2O2Fr$t4X7Zf8NOew3FLJd,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,4.208,0.067,4.922
2O2Fr$t4X7Zf8NOew3FL96,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.244,0.004,0.285
2O2Fr$t4X7Zf8NOew3FL96,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.434,0.007,0.508
2O2Fr$t4X7Zf8NOew3FLIE,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.673,0.011,0.787
2O2Fr$t4X7Zf8NOew3FLIE,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.673,0.011,0.787
2O2Fr$t4X7Zf8NOew3FL9r,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.673,0.011,0.787
2O2Fr$t4X7Zf8NOew3FL9r,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.762,0.012,0.892
2O2Fr$t4X7Zf8NOew3FNtn,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,3.882,0.357,4.54
2O2Fr$t4X7Zf8NOew3FNr2,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,3.727,0.343,4.359
2O2Fr$t4X7Zf8NOew3FLR9,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,7.349,0.676,8.595
2O2Fr$t4X7Zf8NOew3FLPP,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,7.349,0.676,8.595
0jf0rYHfX3RAB3bSIRjmmy,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,3.676,0.338,4.3
0jf0rYHfX3RAB3bSIRjmpw,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,7.252,0.667,8.482
0jf0rYHfX3RAB3bSIRjmoa,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,3.503,0.322,4.097
0jf0rYHfX3RAB3bSIRjmr1,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,7.078,0.651,8.279
0iEHWY1$XA8eQeeULq4jZ1,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,12.083,1.643,14.133
0iEHWY1$XA8eQeeULq4j_U,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.573,0.078,0.67
0iEHWY1$XA8eQeeULq4jpl,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.37,0.006,0.433
0iEHWY1$XA8eQeeULq4jpl,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.181,0.003,0.211
0iEHWY1$XA8eQeeULq4jDb,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,6.424,0.874,7.513
0iEHWY1$XA8eQeeULq4jE6,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.74,0.101,0.866
0dxE1Sy6nDqfpDb5vIMNiA,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.632,0.086,0.74
0dxE1Sy6nDqfpDb5vIMN_Z,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.632,0.086,0.74
1aj$VJZFn2TxepZUBcKpvt,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.406,0.006,0.474
1aj$VJZFn2TxepZUBcKpvt,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.406,0.006,0.475
1aj$VJZFn2TxepZUBcKpZw,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.189,0.003,0.221
1aj$VJZFn2TxepZUBcKpZw,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.189,0.003,0.221
1aj$VJZFn2TxepZUBcKpee,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.435,0.007,0.509
1aj$VJZFn2TxepZUBcKpee,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.431,0.007,0.504
1aj$VJZFn2TxepZUBcKphf,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.435,0.007,0.509
1aj$VJZFn2TxepZUBcKphf,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.431,0.007,0.504
3Y4YRln2r91vflHcHE5IVS,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.06,0.002,0.07
3Y4YRln2r91vflHcHE5IVT,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.307,0.012,0.359
3Y4YRln2r91vflHcHE5IVI,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.06,0.002,0.07
3Y4YRln2r91vflHcHE5IVJ,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.063,0.002,0.073
3Y4YRln2r91vflHcHE5ITp,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.06,0.002,0.07
3Y4YRln2r91vflHcHE5ITm,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.328,0.012,0.383
3Y4YRln2r91vflHcHE5ITn,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.293,0.011,0.343
3Y4YRln2r91vflHcHE5ITs,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.328,0.012,0.383
2O2Fr$t4X7Zf8NOew3FKau,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,11.33,0.465,0.0
2O2Fr$t4X7Zf8NOew3FKau,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,50.081,2.053,0.0
2O2Fr$t4X7Zf8NOew3FNbT,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,11.161,0.458,0.0
2O2Fr$t4X7Zf8NOew3FNbT,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,2.4,0.098,0.0
2O2Fr$t4X7Zf8NOew3FKRi,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,11.083,0.454,0.0
2O2Fr$t4X7Zf8NOew3FKRi,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,2.4,0.098,0.0
2O2Fr$t4X7Zf8NOew3FKRH,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,1.21,0.05,0.0
2O2Fr$t4X7Zf8NOew3FKRH,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,1.21,0.05,0.0
2O2Fr$t4X7Zf8NOew3FNqI,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,7.362,0.184,0.0
2O2Fr$t4X7Zf8NOew3FNhv,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,7.191,0.18,0.0
2O2Fr$t4X7Zf8NOew3FLQD,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,3.618,0.09,0.0
2O2Fr$t4X7Zf8NOew3FLOH,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,3.636,0.091,0.0
2O2Fr$t4X7Zf8NOew3FNtn,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,3.89,0.097,0.0
2O2Fr$t4X7Zf8NOew3FNr2,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,3.724,0.093,0.0
2O2Fr$t4X7Zf8NOew3FLR9,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,15.961,0.399,0.0
2O2Fr$t4X7Zf8NOew3FLPP,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,7.349,0.184,0.0
0jf0rYHfX3RAB3bSIRjmmy,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,6.124,0.153,0.0
0jf0rYHfX3RAB3bSIRjmpw,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,10.768,0.269,0.0
0jf0rYHfX3RAB3bSIRjmoa,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,3.503,0.088,0.0
0jf0rYHfX3RAB3bSIRjmr1,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,11.807,0.295,0.0
2O2Fr$t4X7Zf8NOew3FKau,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,3,layer_3,9.331,1.801,467.487
2O2Fr$t4X7Zf8NOew3FKau,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,3,layer_3,9.331,1.801,467.487
2O2Fr$t4X7Zf8NOew3FNbT,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,3,layer_3,11.161,2.154,559.166
2O2Fr$t4X7Zf8NOew3FNbT,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,3,layer_3,11.161,2.154,559.166
2O2Fr$t4X7Zf8NOew3FKRi,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,3,layer_3,11.083,2.139,555.247
2O2Fr$t4X7Zf8NOew3FKRi,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,3,layer_3,2.4,0.463,120.245
2O2Fr$t4X7Zf8NOew3FKRH,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,3,layer_3,1.21,0.234,60.62
2O2Fr$t4X7Zf8NOew3FKRH,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,3,layer_3,1.21,0.234,60.62
2O2Fr$t4X7Zf8NOew3FNqI,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,3,layer_3,7.362,0.368,95.553
2O2Fr$t4X7Zf8NOew3FNhv,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,3,layer_3,7.191,0.36,93.335
2O2Fr$t4X7Zf8NOew3FLQD,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,3,layer_3,3.636,0.182,47.192
2O2Fr$t4X7Zf8NOew3FLOH,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,3,layer_3,3.983,0.199,51.7
2O2Fr$t4X7Zf8NOew3FNtn,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,3,layer_3,3.89,0.194,50.486
2O2Fr$t4X7Zf8NOew3FNr2,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,3,layer_3,3.717,0.186,48.239
2O2Fr$t4X7Zf8NOew3FLR9,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,3,layer_3,7.342,0.367,95.292
2O2Fr$t4X7Zf8NOew3FLPP,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,3,layer_3,15.044,0.752,195.251
0jf0rYHfX3RAB3bSIRjmmy,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,3,layer_3,3.676,0.184,47.713
0jf0rYHfX3RAB3bSIRjmpw,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,3,layer_3,7.252,0.363,94.124
0jf0rYHfX3RAB3bSIRjmoa,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,3,layer_3,3.503,0.175,45.46
0jf0rYHfX3RAB3bSIRjmr1,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,3,layer_3,7.078,0.354,91.868
2O2Fr$t4X7Zf8NOew3FKau,4b68e8bd-f8a8-4290-ac76-96c2bf3007bf,4,layer_4,9.331,0.467,-69.518
2O2Fr$t4X7Zf8NOew3FNbT,4b68e8bd-f8a8-4290-ac76-96c2bf3007bf,4,layer_4,2.4,0.12,-17.881
2O2Fr$t4X7Zf8NOew3FKRi,4b68e8bd-f8a8-4290-ac76-96c2bf3007bf,4,layer_4,11.161,0.558,-83.151
2O2Fr$t4X7Zf8NOew3FKRH,4b68e8bd-f8a8-4290-ac76-96c2bf3007bf,4,layer_4,1.21,0.061,-9.015
2O2Fr$t4X7Zf8NOew3FNld,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,0.54,0.05,0.0
2O2Fr$t4X7Zf8NOew3FKIu,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,4.064,0.374,0.0
2O2Fr$t4X7Zf8NOew3FKGS,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,10.024,0.922,0.0
2O2Fr$t4X7Zf8NOew3FLKI,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,0.201,0.018,0.0
2O2Fr$t4X7Zf8NOew3FLEJ,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,0.412,0.038,0.0
2O2Fr$t4X7Zf8NOew3FKST,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,0.362,0.033,0.0
2O2Fr$t4X7Zf8NOew3FNau,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,0.362,0.033,0.0
2O2Fr$t4X7Zf8NOew3FLTF,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,0.493,0.045,0.0
2O2Fr$t4X7Zf8NOew3FL8v,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,0.493,0.045,0.0
2O2Fr$t4X7Zf8NOew3FLJd,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,4.44,0.408,0.0
2O2Fr$t4X7Zf8NOew3FL96,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,0.244,0.022,0.0
2O2Fr$t4X7Zf8NOew3FLIE,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,0.763,0.07,0.0
2O2Fr$t4X7Zf8NOew3FL9r,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,0.673,0.062,0.0
0iEHWY1$XA8eQeeULq4jpl,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,0.181,0.017,0.0
1aj$VJZFn2TxepZUBcKpvt,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,0.189,0.017,0.0
1aj$VJZFn2TxepZUBcKpZw,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,0.404,0.037,0.0
1aj$VJZFn2TxepZUBcKpee,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,0.431,0.04,0.0
1aj$VJZFn2TxepZUBcKphf,d6d0c261-6e76-4de9-9da5-e9465597c120,2,layer_2,0.431,0.04,0.0
2O2Fr$t4X7Zf8NOew3FK80,b66eed7c-c924-4c6a-b906-f2cd08189451,1,layer_1,3.697,1.542,503.622
2O2Fr$t4X7Zf8NOew3FK9N,b66eed7c-c924-4c6a-b906-f2cd08189451,1,layer_1,22.098,9.215,3010.043
2O2Fr$t4X7Zf8NOew3FKEr,b66eed7c-c924-4c6a-b906-f2cd08189451,1,layer_1,3.525,1.47,480.122
2O2Fr$t4X7Zf8NOew3FKE5,b66eed7c-c924-4c6a-b906-f2cd08189451,1,layer_1,7.089,2.956,965.644
2O2Fr$t4X7Zf8NOew3FK3E,b66eed7c-c924-4c6a-b906-f2cd08189451,1,layer_1,1.887,0.821,268.178
2O2Fr$t4X7Zf8NOew3FK04,b66eed7c-c924-4c6a-b906-f2cd08189451,1,layer_1,5.353,2.329,760.676
